title,recipe_link,img_link,ingredients,yield,nutrients,region,meal_type,subregion,total_calories,total_protein,total_fat,total_carb
Couscous Royale,https://www.allrecipes.com/recipe/102411/couscous-royale/,https://www.allrecipes.com/thmb/2h4hxMqWCifcMeXPMCWjYxm9Rgk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/109581-f081148239d44807859d95869190ccf4.jpg,"['1 tablespoon olive oil', '2 pounds small chicken thighs', '12 ounces Merguez or spicy Italian sausage', '1 tablespoon minced garlic', '2 onions, minced', '2 carrots, peeled and cut into 1/2-inch rounds', '0.5 stalk celery, cut into 1/2 inch pieces', '1 rutabaga, parsnip, or turnip - peeled and cut into 1-inch cubes', '0.5 green bell pepper, cut into 1/4 inch strips', '0.5 red bell pepper, cut into 1/4 inch strips', '1 (14.5 ounce) can diced tomatoes', '1 (15.5 ounce) can garbanzo beans', '2 cups chicken stock', '2 teaspoons chopped fresh thyme', '1 teaspoon turmeric', '1 teaspoon cayenne pepper', '0.25 teaspoon harissa, or to taste', '1 bay leaf', '2 zucchini, halved lengthwise and sliced into 1-inch pieces', '2 tablespoons extra virgin olive oil', '2 cups couscous', '2 cups chicken stock', '0.5 cup plain yogurt']",6 servings,"{'calories': '933 kcal', 'carbohydrateContent': '80 g', 'cholesterolContent': '169 mg', 'fiberContent': '11 g', 'proteinContent': '62 g', 'saturatedFatContent': '11 g', 'sodiumContent': '600 mg', 'sugarContent': '12 g', 'fatContent': '39 g', 'unsaturatedFatContent': '0 g'}",african,main,north_african,5757.18,402.01,285.69,414.43
Couscous with Dried Cherries,https://www.allrecipes.com/recipe/18273/couscous-with-dried-cherries/,https://www.allrecipes.com/thmb/iAZCgXzpa5ZULmDtFfnrNjV7J8g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/244361-f08de242380e438aa672a1c50f8c67a2.jpg,"['1 cup chicken broth', '0.25 cup water', '0.25 cup dried sour cherries', '1 tablespoon butter', '1 pinch salt', 'ground black pepper to taste', '1 cup uncooked couscous']",4 servings,"{'calories': '243 kcal', 'carbohydrateContent': '43 g', 'cholesterolContent': '8 mg', 'fiberContent': '2 g', 'proteinContent': '9 g', 'saturatedFatContent': '2 g', 'sodiumContent': '420 mg', 'sugarContent': '9 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",usa,,state_mt,522.21,15.25,12.75,86.04
Couscous with Olives and Sun-Dried Tomato,https://www.allrecipes.com/recipe/232210/couscous-with-olives-and-sun-dried-tomato/,https://www.allrecipes.com/thmb/BndFNNv_egf6ReLvnyTdFcED5fQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1011586-bcaa0a4937ea411ea6c5bbad9435de29.jpg,"['1.25 cups vegetable broth', '1.25 cups water', '2 cups pearl (Israeli) couscous', '1 pinch salt', '1 pinch ground black pepper', '5 tablespoons olive oil, divided', '0.5 cup pine nuts', '4 cloves garlic, minced', '1 shallot, minced', '0.5 cup sliced black olives', '0.33333334326744 cup sun-dried tomatoes packed in oil, drained and chopped', '1 cup vegetable broth', '0.25 cup chopped fresh flat-leaf parsley']",4 servings,"{'calories': '528 kcal', 'carbohydrateContent': '56 g', 'fiberContent': '5 g', 'proteinContent': '13 g', 'saturatedFatContent': '4 g', 'sodiumContent': '455 mg', 'sugarContent': '3 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",african,main,north_african,1732.66,32.06,129.39,124.9
Couscous with a Kick!,https://www.allrecipes.com/recipe/213219/couscous-with-a-kick/,https://www.allrecipes.com/thmb/sKPCfv6Ia0Pm8ee3xADZyTKLPAA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/608121-6a13ac26481847c6bb7f2e86b65d6159.jpg,"['3 cups water', '2 cups couscous', '0.5 cup crumbled feta cheese', '1 fresh jalapeno pepper, chopped', '0.5 cucumber, diced', '1 clove garlic, minced', '0.5 cup chopped green onion', '3 tablespoons chopped fresh mint', '3 tablespoons chopped fresh basil', '3 tablespoons chopped fresh cilantro', '1 tablespoon chopped fresh parsley', '2 teaspoons ground cumin', '2 teaspoons cayenne pepper', '1 lemon, juiced']",6 servings,"{'calories': '210 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '11 mg', 'fiberContent': '4 g', 'proteinContent': '8 g', 'saturatedFatContent': '2 g', 'sodiumContent': '155 mg', 'sugarContent': '1 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",usa,"salad,side",jewish,1043.61,40.36,19.17,177.75
Cousin David's Slow Cooker Brisket,https://www.allrecipes.com/recipe/70096/cousin-davids-slow-cooker-brisket/,https://www.allrecipes.com/thmb/LT_pNBBMvQVhhFCdrslQgDcOPUA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7267652-b0687b17f0e646649a93b5f9e2442c12.jpg,"['1 (3 pound) beef brisket', '2 (12 ounce) bottles chili sauce', '1 (1 ounce) envelope dry onion soup mix', '2 teaspoons garlic powder']",4 servings,"{'calories': '606 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '138 mg', 'fiberContent': '1 g', 'proteinContent': '36 g', 'saturatedFatContent': '18 g', 'sodiumContent': '923 mg', 'sugarContent': '2 g', 'fatContent': '47 g', 'unsaturatedFatContent': '0 g'}",usa,main,jewish,4662.64,412.36,252.84,157.71
Cowboy Baked Beans,https://www.allrecipes.com/recipe/265375/cowboy-baked-beans/,https://www.allrecipes.com/thmb/07_oqRWIX2VmTEnw9ZLCPCtTPvk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5888401-859326a62c8a46be83403d3519e68485.jpg,"['4 (28 ounce) cans pork and beans', '1 pound bacon, chopped into small pieces', '1 large onion, chopped', '1 large green bell pepper, chopped', '1 cup ketchup', '1 cup brown sugar, packed']",16 servings,"{'calories': '346 kcal', 'carbohydrateContent': '61 g', 'cholesterolContent': '24 mg', 'fiberContent': '9 g', 'proteinContent': '14 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1051 mg', 'sugarContent': '34 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,6512.66,324.16,209.1,907.83
Cowboy Bread,https://www.allrecipes.com/recipe/47148/cowboy-bread/,https://www.allrecipes.com/thmb/kJS3yF1NIoTbDYrE3TGScK0UWUw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8110485-02986d15882d47d58d0675fb468ac64e.jpg,"['0.5 cup boiling water', '0.75 cup cold milk', '1 teaspoon white sugar', '1.5 teaspoons active dry yeast', '1 egg, beaten', '2 tablespoons butter, melted and cooled', '0.25 teaspoon salt', '0.25 teaspoon ground nutmeg', '4 cups all-purpose flour']",8 servings,"{'calories': '278 kcal', 'carbohydrateContent': '50 g', 'cholesterolContent': '33 mg', 'fiberContent': '2 g', 'proteinContent': '8 g', 'saturatedFatContent': '2 g', 'sodiumContent': '113 mg', 'sugarContent': '2 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,2210.57,66.8,35.14,397.99
Cowboy Caviar,https://www.allrecipes.com/recipe/103674/cowboy-caviar/,https://www.allrecipes.com/thmb/Fqa4X_ABqnOrUBZVWyMvtY4bly0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/103674_cowboy-caviar_allrecipesphoto_2-6a2ab407b7fb4543a7d220cc8c8b1303.jpg,"['1 (15.5 ounce) can black beans, drained', '1 (15.5 ounce) can black-eyed peas, drained', '1 (14.5 ounce) can diced tomatoes, drained', '2 cups frozen corn kernels, thawed', '0.5 medium onion, diced', '0.25 medium green bell pepper, finely chopped', '0.5 cup chopped pickled jalapeno peppers', '0.5 teaspoon garlic salt', '1 cup Italian salad dressing', '0.75 cup chopped cilantro']",8 servings,"{'calories': '233 kcal', 'carbohydrateContent': '32 g', 'fiberContent': '8 g', 'proteinContent': '8 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1255 mg', 'sugarContent': '6 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,1938.8,80.79,59.82,291.29
Cowboy Cookie Mix in a Jar,https://www.allrecipes.com/recipe/15161/cowboy-cookie-mix-in-a-jar/,https://www.allrecipes.com/thmb/eyBSX5PFyieGQRwuZtZ_spt51DQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1058934-d587a911bfb6474396096fd83b5a9099.jpg,"['1.3333333730698 cups rolled oats', '0.5 cup packed brown sugar', '0.5 cup white sugar', '0.5 cup chopped pecans', '1 cup semisweet chocolate chips', '1.3333333730698 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '0.25 teaspoon salt']",18 servings,"{'calories': '167 kcal', 'carbohydrateContent': '29 g', 'fiberContent': '2 g', 'proteinContent': '2 g', 'saturatedFatContent': '2 g', 'sodiumContent': '133 mg', 'sugarContent': '17 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,2964.07,43.8,100.19,509.7
Cowboy Cookies II,https://www.allrecipes.com/recipe/10989/cowboy-cookies-ii/,https://www.allrecipes.com/thmb/4-jFJFQ5nB6K4RjZDAr0vitmYa8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/229952-2312b3ce6a644e3b9580679cbe01429a.jpg,"['2 cups all-purpose flour', '1 teaspoon baking soda', '0.5 teaspoon salt', '0.5 teaspoon baking powder', '1 cup shortening', '1 cup white sugar', '1 cup packed brown sugar', '2 eggs', '2 cups rolled oats', '1 teaspoon vanilla extract', '2 cups semisweet chocolate chips']",66 servings,"{'calories': '102 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '6 mg', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '2 g', 'sodiumContent': '44 mg', 'sugarContent': '9 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,6668.2,74.61,332.15,904.4
Cowboy Cookies III,https://www.allrecipes.com/recipe/19213/cowboy-cookies-iii/,https://www.allrecipes.com/thmb/uTXekO5z7nL6ppQHCyKf9qRRuc4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5874741-21622cdcfdff4d71b736bd98957fa731.jpg,"['2 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '0.5 teaspoon salt', '1 cup butter, softened', '1 cup white sugar', '1 cup packed brown sugar', '2 eggs', '1 teaspoon vanilla extract', '2 cups rolled oats', '1 cup semisweet chocolate chips']",60 servings,"{'calories': '95 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '14 mg', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '3 g', 'sodiumContent': '74 mg', 'sugarContent': '9 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,5615.21,69.22,258.97,793.77
Cowboy Mashed Potatoes,https://www.allrecipes.com/recipe/18275/cowboy-mashed-potatoes/,https://www.allrecipes.com/thmb/WZRmuNGYCZ2knd-1JHSHxPThB-U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3976535-1787a24b16994ec7883d0c702cbcc905.jpg,"['1 pound red potatoes', '1 pound Yukon Gold (yellow) potatoes', '1 fresh jalapeno pepper, sliced', '12 ounces baby carrots', '4 cloves garlic', '1 (10 ounce) package frozen white corn, thawed', '0.25 cup butter', '0.5 cup shredded Cheddar cheese', 'salt and pepper to taste']",10 servings,"{'calories': '175 kcal', 'carbohydrateContent': '25 g', 'cholesterolContent': '19 mg', 'fiberContent': '3 g', 'proteinContent': '5 g', 'saturatedFatContent': '4 g', 'sodiumContent': '108 mg', 'sugarContent': '2 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,2035.48,52.27,71.15,315.73
Cowboy Pizza,https://www.allrecipes.com/recipe/8472784/cowboy-pizza/,https://www.allrecipes.com/thmb/dblLvuCIu0R59hl8k5XL9Np2liU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Cowboy-Pizza-Lela-2000-558fc4d971ff45688c3d74261b2aa067.jpeg,"['8 ounces mild Italian sausage', '1 teaspoon olive oil', '1 12-inch size Italian pizza crust', '1 cup prepared pizza sauce', '2 cups shredded mozzarella cheese', '25 pepperoni slices', '3 large button mushrooms, sliced', '1 (2.25 ounce) can sliced black olives, drained', '1 cup shredded Cheddar cheese', '2 tablespoons freshly grated Parmesan cheese', '0.25 teaspoon dried parsley', '0.25 teaspoon dried oregano']",4 servings,"{'calories': '885 kcal', 'carbohydrateContent': '60 g', 'cholesterolContent': '134 mg', 'fiberContent': '4 g', 'proteinContent': '48 g', 'saturatedFatContent': '23 g', 'sodiumContent': '2225 mg', 'fatContent': '51 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,3757.14,163.96,207.61,302.82
Coxinhas (Brazilian Chicken Croquettes),https://www.allrecipes.com/recipe/265322/coxinhas-brazilian-chicken-croquettes/,https://www.allrecipes.com/thmb/icqmAtVHSs6P4e8MQHgU0V4yRPM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5472349-e6f940664e8342ae9110868eb51f92b3.jpg,"['2 small skinless, boneless chicken breast halves', '1 cup chicken broth, or more as needed', '1 tablespoon olive oil', '1 onion, chopped', '5 chopped green olives, or to taste', '2 tablespoons chopped fresh parsley', 'salt and pepper to taste', '2 cups chicken broth', '2 tablespoons butter', 'salt to taste', '2 cups all-purpose flour', '1 cup all-purpose flour', '2 eggs, beaten', '1 cup dry bread crumbs', 'oil for frying']",20 servings,"{'calories': '167 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '27 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '2 g', 'sodiumContent': '273 mg', 'sugarContent': '1 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",latin_american,,south_american,2878.97,146.07,81.64,378.11
Crab Cake Sauce,https://www.allrecipes.com/recipe/19474/crab-cake-sauce/,https://www.allrecipes.com/thmb/EvIATqwLBZ0EMIHiogz7B8qRZWY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/946755-a9d8df06ab934793a34487706185ad08.jpg,"['1 cup sour cream', '1 cup mayonnaise', '0.5 cup cottage cheese', '0.33300000429153 cup hot salsa', '0.25 teaspoon cayenne pepper', '1 tablespoon lemon juice', '0.5 cup plain yogurt']",12 servings,"{'calories': '191 kcal', 'carbohydrateContent': '3 g', 'cholesterolContent': '17 mg', 'fiberContent': '0 g', 'proteinContent': '3 g', 'saturatedFatContent': '5 g', 'sodiumContent': '203 mg', 'sugarContent': '1 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,,",state_id,state_md",2158.25,27.18,215.86,30.35
Crab Croissants,https://www.allrecipes.com/recipe/38165/crab-croissants/,https://www.allrecipes.com/thmb/nQ3-iruBqqyyzZqmsRbkJPX_Dx0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/855884-3bf01e09b97c4429b9d60e84e96221dd.jpg,"['12 ounces cooked and flaked blue crabmeat', '0.66666668653488 cup blue cheese salad dressing', '0.33333334326744 cup mayonnaise', '1 cup seasoned dry bread crumbs', '1 cup minced onion', '2 cloves garlic', '1 large tomato, diced', 'salt and pepper to taste', '0.5 cup grated Asiago cheese', '6 plain croissants, split in half']",6 servings,"{'calories': '667 kcal', 'carbohydrateContent': '46 g', 'cholesterolContent': '124 mg', 'fiberContent': '3 g', 'proteinContent': '24 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1221 mg', 'sugarContent': '12 g', 'fatContent': '42 g', 'unsaturatedFatContent': '0 g'}",usa,,state_md,3927.39,130.51,242.04,303.47
Crab Fried Rice,https://www.allrecipes.com/recipe/34690/crab-fried-rice/,https://www.allrecipes.com/thmb/QS4LmKNMzKppGi1xGBirbn6m63k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7884854-7cf4de0250e140ca8d7144f727ae56de.jpg,"['0.66666668653488 cup uncooked long grain white rice', '1.3333330154419 cups water', '3 tablespoons vegetable oil', '2 medium onions, cut into wedges', '3 cloves garlic, chopped', '0.5 tablespoon white sugar', '2 teaspoons salt', '1 egg, beaten', '0.25 pound cooked crabmeat', '3 green onions, chopped', '1 tablespoon chopped cilantro', '0.5 cucumber, sliced', '1 lime, sliced']",4 servings,"{'calories': '304 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '68 mg', 'fiberContent': '2 g', 'proteinContent': '12 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1294 mg', 'sugarContent': '5 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",asian,main,thai,901.25,35.9,47.52,87.25
Crab Imperial II,https://www.allrecipes.com/recipe/21262/crab-imperial-ii/,https://www.allrecipes.com/thmb/UlSAqFzNyvuGpeKKTt-T71MdbRs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/804217-crab-imperial-ii-Holiday-Baker-4x3-1-2000-e41e4de45bff41419f131cbfa11d5481.jpg,"['1 pound crabmeat', '0.5 cup mayonnaise', '1 tablespoon fresh lemon juice', '1 teaspoon Worcestershire sauce', '0.5 teaspoon Old Bay Seasoning TM', '0.5 teaspoon salt', '0.5 teaspoon cayenne pepper', '0.5 teaspoon dry mustard', '1 egg, beaten', '0.25 cup fresh bread crumbs', '1 teaspoon paprika', '3 tablespoons butter']",4 servings,"{'calories': '450 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '166 mg', 'fiberContent': '1 g', 'proteinContent': '28 g', 'saturatedFatContent': '9 g', 'sodiumContent': '1087 mg', 'sugarContent': '1 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",usa,,state_md,1631.64,93.21,127.36,24.83
Crab Omelet,https://www.allrecipes.com/recipe/212965/crab-omelet/,https://www.allrecipes.com/thmb/LJaDbnHSJuIc80W2D2IZT57LbXM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1205375-722b8fe304de4f7ca9398277ed433c0b.jpg,"['2 tablespoons olive oil', '1 small potato, peeled and diced', '1 onion, chopped', '2 cloves garlic, minced', '0.25 pound fresh crabmeat, drained and flaked', 'salt and pepper to taste', '1 small tomato, diced', '1 (1.5 ounce) box raisins', '0.25 cup peas', '1 red bell pepper, chopped', '3 eggs, beaten']",6 servings,"{'calories': '165 kcal', 'carbohydrateContent': '18 g', 'cholesterolContent': '104 mg', 'fiberContent': '2 g', 'proteinContent': '8 g', 'saturatedFatContent': '2 g', 'sodiumContent': '104 mg', 'sugarContent': '8 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",asian,main,filipino,1020.48,50.43,43.34,115.52
Crab Rangoon Pizza,https://www.allrecipes.com/recipe/258220/crab-rangoon-pizza/,https://www.allrecipes.com/thmb/5UbokGLpJP4BQjEMqLqZ2z3FaZI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/97d5424d-fa2902885d5d4e96b80b5b825292b290.jpeg,"['1 cup vegetable oil for frying, or as needed', '4 (3.5 inch square) wonton wrappers, cut into strips', '1 (16 ounce) package pizza dough', '6 ounces cream cheese, softened', '6 tablespoons chopped green onions, divided', '0.25 cup shredded Parmesan cheese, divided', '4 ounces frozen crab meat, thawed', '4 ounces shredded mozzarella cheese', '2 tablespoons sweet chili sauce']",8 servings,"{'calories': '327 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '46 mg', 'fiberContent': '1 g', 'proteinContent': '15 g', 'saturatedFatContent': '7 g', 'sodiumContent': '681 mg', 'sugarContent': '5 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,4293.11,94.74,326.9,249.87
Crab Stuffed Chicken Breasts,https://www.allrecipes.com/recipe/16650/crab-stuffed-chicken-breasts/,https://www.allrecipes.com/thmb/xSRq36oMjFGq7_VO-F9Jb1eEca0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1085623-0fc6e3d2bd95402daf272087832033e1.jpg,"['4 tablespoons butter, divided', '0.25 cup all-purpose flour', '1 cup chicken broth', '0.5 cup milk', '0.25 cup chopped onion', '1 (6 ounce) can crabmeat - drained, flaked and cartilage removed', '1 (4.5 ounce) can sliced mushrooms, drained', '0.33333298563957 cup crushed saltine crackers', '2 tablespoons minced fresh parsley', '0.5 teaspoon salt', '1 pinch ground black pepper', '4 skinless, boneless chicken breast halves', '1 cup shredded Swiss cheese', '0.5 teaspoon paprika']",4 servings,"{'calories': '478 kcal', 'carbohydrateContent': '16 g', 'cholesterolContent': '164 mg', 'fiberContent': '2 g', 'proteinContent': '49 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1244 mg', 'sugarContent': '3 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",usa,,state_md,1889.11,209.51,85.4,62.94
Crab Stuffed Haddock,https://www.allrecipes.com/recipe/71134/crab-stuffed-haddock/,https://www.allrecipes.com/thmb/zO2Awzzns4h2vHjtpM-_TiAFyxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7790414-crab-stuffed-haddock-Cheryl-Christian-1x1-1-2eedafe6d8dc49d39b15b11eac46a933.jpg,"['3 tablespoons olive oil', '1 stalk celery, finely chopped', '3 green onions, finely chopped', '1 teaspoon minced garlic', '1 (6 ounce) can lump crabmeat, drained', '3 slices dry white bread, crusts removed and cubed', '0.25 teaspoon salt', '0.25 teaspoon ground black pepper', '1 egg, beaten', '0.5 cup grated Romano cheese', '2 tablespoons lemon juice', '1 tomato, seeded and diced', '0.125 teaspoon ground black pepper', '5 tablespoons butter, melted', '6 (4 ounce) haddock fillets']",6 servings,"{'calories': '365 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '157 mg', 'fiberContent': '1 g', 'proteinContent': '33 g', 'saturatedFatContent': '9 g', 'sodiumContent': '559 mg', 'sugarContent': '2 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",usa,,state_id,2148.38,196.75,122.17,60.29
